Energy,Value,Error,Position
9.807,4.7685897435897075e-11,0.0471,Pos B
9.924,5.0768717948718336e-11,0.0443,Pos B
10.04,4.6302500000000136e-11,0.0453,Pos B
10.16,4.584108333333295e-11,0.0491,Pos B
10.28,4.103325000000027e-11,0.0502,Pos B
10.4,3.927083333333301e-11,0.0522,Pos B
10.52,3.9087500000000254e-11,0.0497,Pos B
10.64,4.115883333333299e-11,0.048,Pos B
10.76,3.899208333333359e-11,0.0502,Pos B
10.88,3.60184999999997e-11,0.0505,Pos B
11.0,3.7153166666666914e-11,0.051,Pos B
11.12,3.4623416666666893e-11,0.0527,Pos B
11.24,3.826166666666635e-11,0.0564,Pos B
11.36,4.094666666666694e-11,0.0514,Pos B
11.49,3.8395230769230533e-11,0.053,Pos B
11.61,4.01565833333336e-11,0.0526,Pos B
11.73,3.759466666666635e-11,0.0486,Pos B
11.86,3.436307692307719e-11,0.0539,Pos B
11.98,4.000216666666634e-11,0.0538,Pos B
12.1,3.995350000000026e-11,0.0502,Pos B
12.23,4.342107692307666e-11,0.0532,Pos B
12.35,4.462658333333363e-11,0.0499,Pos B
12.48,5.159353846153815e-11,0.0445,Pos B
12.6,5.0218833333333664e-11,0.0454,Pos B
12.73,5.652392307692274e-11,0.0431,Pos B
12.86,5.990538461538508e-11,0.0406,Pos B
12.98,6.021933333333283e-11,0.0423,Pos B
13.11,7.245046153846209e-11,0.0401,Pos B
13.24,6.73026923076919e-11,0.0382,Pos B
13.37,7.62610769230775e-11,0.038,Pos B
13.5,9.11861538461533e-11,0.0352,Pos B
13.62,1.0138750000000066e-10,0.0364,Pos B
13.75,1.1074384615384548e-10,0.0316,Pos B
13.88,1.1525692307692239e-10,0.0302,Pos B
14.01,1.4140923076923187e-10,0.0303,Pos B
14.14,1.711084615384605e-10,0.0276,Pos B
14.27,2.1444846153846318e-10,0.0248,Pos B
14.4,2.6423615384615226e-10,0.0252,Pos B
14.53,3.062707692307716e-10,0.024,Pos B
14.67,2.867064285714274e-10,0.0247,Pos B
14.8,2.2084307692307559e-10,0.0306,Pos B
14.93,1.4053307692307798e-10,0.0405,Pos B
15.06,8.108615384615335e-11,0.055,Pos B
15.2,3.147771428571456e-11,0.0846,Pos B
15.33,1.9080769230769116e-12,0.3096,Pos B
15.46,0.0,0.0,Pos B
15.6,0.0,0.0,Pos B
