Energy,Value,Error,Position
4.777,3.152246913580231e-07,0.0155,Pos A
4.859,4.389012195121959e-07,0.0128,Pos A
4.943,2.663035714285726e-07,0.0168,Pos A
5.026,3.3795903614457755e-07,0.0151,Pos A
5.111,2.914258823529413e-07,0.016,Pos A
5.198,2.321850574712627e-07,0.0175,Pos A
5.285,2.3953218390804664e-07,0.0182,Pos A
5.373,2.262397727272725e-07,0.0183,Pos A
5.462,2.3468651685393384e-07,0.0183,Pos A
5.552,3.1066333333333385e-07,0.0155,Pos A
5.643,2.175593406593402e-07,0.0178,Pos A
5.735,2.1850543478260746e-07,0.0179,Pos A
5.828,2.1165913978494628e-07,0.0181,Pos A
5.922,8.811691489361757e-07,0.0083,Pos A
6.017,1.761863157894725e-07,0.0191,Pos A
6.113,8.598229166666659e-07,0.0085,Pos A
6.21,2.1957731958762993e-07,0.0185,Pos A
6.309,1.6615757575757543e-07,0.0198,Pos A
6.408,2.1045858585858544e-07,0.0181,Pos A
6.508,1.652140000000006e-07,0.0208,Pos A
6.61,1.6071568627450932e-07,0.0206,Pos A
6.713,1.5830873786407805e-07,0.02,Pos A
6.817,1.5803076923076907e-07,0.0201,Pos A
6.922,1.6793904761904836e-07,0.0197,Pos A
7.028,1.4052358490566054e-07,0.0217,Pos A
7.135,1.3170467289719601e-07,0.0219,Pos A
7.244,1.4642018348623856e-07,0.0205,Pos A
7.353,5.370779816513762e-07,0.0102,Pos A
7.464,6.029198198198162e-08,0.0313,Pos A
7.576,1.0602142857142931e-07,0.0232,Pos A
7.69,3.2423508771929605e-06,0.004,Pos A
7.805,4.12787826086959e-08,0.0378,Pos A
7.921,1.2829310344827527e-07,0.0207,Pos A
8.037,2.5868103448275743e-08,0.0515,Pos A
8.155,5.076813559322096e-08,0.0335,Pos A
8.275,4.091724999999966e-08,0.0354,Pos A
8.396,3.115999999999988e-08,0.0441,Pos A
8.519,7.345219512195163e-08,0.0268,Pos A
8.642,2.566821138211396e-07,0.0139,Pos A
8.766,1.4013225806451551e-08,0.0748,Pos A
8.891,5.091328e-08,0.0302,Pos A
9.018,1.1884724409448757e-07,0.0204,Pos A
9.146,4.914085937499996e-07,0.0097,Pos A
9.275,6.772868217054287e-09,0.106,Pos A
9.406,1.7287862595419816e-07,0.0161,Pos A
9.537,5.3386946564885405e-09,0.1113,Pos A
9.67,3.6142330827067913e-09,0.1174,Pos A
9.804,3.864313432835811e-09,0.1231,Pos A
9.938,3.460216417910439e-09,0.1188,Pos A
10.07,2.84047727272728e-09,0.1163,Pos A
10.21,2.2887071428571337e-09,0.1422,Pos A
10.35,2.0400000000000174e-09,0.1778,Pos A
10.49,1.6791214285714217e-09,0.212,Pos A
